,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
diagnostics_Mask-interpolated_Maximum,625.7028809,554.2675171,588.4564819,598.6887817,582.8831177,671.7948608,573.7457275,633.8408203,538.8800049,731.3276367,630.5151978,853.5181885,587.3707886,604.7228394,616.4451904,561.2879639,843.8725586,623.2208252,620.9920044,585.0466919,636.8212891,667.8344727,589.1787109,576.6347046,574.2297974,595.3517456,625.7971802,523.4766846,661.7330322,568.0613403,583.7594604,551.3441162,591.1414795,599.8377686,540.3083496,610.1600952,601.6716309,651.868042,586.4258423,585.7568359,598.5592651,590.7545776,638.3862915,581.3971558,589.2466431,510.6684875,578.489502,577.4561768,578.5210571,562.8638916,575.5640259,582.9901733,601.4199829,535.1583252,613.0777588,541.2241211,574.1226196,581.7558594,681.4572144,538.2581787,600.4177246,569.3671265,437.1413574,629.6888428,916.3200684,562.6220093,584.8129272,613.0897217,603.9237061,639.9235229,557.2728882,615.2861328,594.5869751,630.8673096,610.3348999,588.1975098,605.4221191,572.8949585,569.336792,647.0507202,573.3977661,560.3098755,614.6433716,594.7380371,653.9315796,533.5551758,622.6260986,637.7203369,587.8074951,542.3249512,611.4921875,576.7349854,526.4470825,580.0604248,606.1331787,601.5664673,579.2736816,640.411499,572.418457,583.944397,818.307312,635.4976807,817.064209,641.2294922,630.9113159,632.5325317,628.5102539,571.4196167,660.6087646,528.8634033,590.7562256,620.8565063,559.5758667,594.4682007,688.5973511,596.0845337,446.4420471,618.0166626,592.4482422,581.6470947,557.4287109,589.7660522,570.0275269,659.1117554,584.4146729,560.1735229,832.8363037,587.7215576,581.6138916,524.0725708,588.1417236,596.447937,736.069397,615.7026367,604.0722046,576.9607544
original_shape_Elongation,0.173228315,0.06348282,0.311275475,0.578672091,0.489447788,0.330398152,0.218714551,0.340936851,0.671780163,0.606149,0.795482351,0.32858845,0.631158141,0.671380463,0.486880266,0.828668803,0.095132194,0.431294065,0.760681137,0.679658799,0.505760401,0.147778434,0.215872411,0.795274307,0.619146556,0.414379216,0.517288356,0.512791117,0.38635163,0.714064151,0.531862655,0.898048314,0.767501172,0.670422872,0.810859176,0.416580801,0.750932205,0.070689083,0.591143143,0.328786586,0.565903165,0.463495965,0.54709878,0.354105202,0.852378136,0.741203144,0.23644141,0.635890057,0.104465889,0.807093638,0.838053916,0.81889673,0.598772044,0.498874283,0.326613264,0.66277644,0.625977752,0.181702602,0.890472706,0.560208892,0.113638356,0.660287937,0.098428634,0.117962671,0.610236928,0.122942116,0.924591609,0.821759549,0.695080394,0.853357522,0.081861802,0.81497412,0.667603581,0.736915584,0.349187521,0.440851174,0.674579931,0.082087802,0.258053238,0.479741265,0.840369359,0.140353551,0.159078265,0.796252766,0.326568811,0.709240002,0.890852508,0.234767482,0.249150025,0.939681477,0.862323056,0.866010589,0.824198384,0.846378584,0.57597421,0.290844242,0.430718467,0.841505882,0.180071939,0.092677437,0.170879117,0.588579691,0.488437224,0.991422189,0.465688735,0.084628094,0.112840066,0.430264695,0.193060758,0.559159459,0.181965781,0.697159696,0.224543223,0.562091392,0.591988801,0.491783678,0.838254039,0.843065602,0.493219381,0.226809565,0.599734338,0.263984162,0.264886389,0.656835528,0.445525105,0.932755909,0.551439827,0.368360457,0.670810227,0.574131016,0.196368308,0.846451374,0.817599995,0.423931321,0.680794098,0.453646927
original_shape_Flatness,0.108339509,0.054528962,0.239202193,0.432684,0.279960616,0.26177728,0.108783015,0.165667555,0.4205656,0.400618864,0.653550798,0.318128497,0.278570329,0.505135303,0.203150213,0.652348868,0.050415141,0.215568738,0.562968119,0.47493021,0.341161304,0.120116291,0.078644046,0.503063832,0.495443465,0.322956093,0.395707247,0.380034096,0.331247372,0.563122607,0.476318139,0.692429221,0.613765763,0.552750403,0.490729911,0.116838983,0.649916306,0.059148741,0.461409866,0.203100091,0.454205439,0.16240038,0.377431004,0.28536839,0.351252602,0.652863088,0.200494774,0.384842354,0.04462284,0.48970731,0.582469069,0.521893406,0.374182082,0.385095847,0.285923275,0.609276491,0.394348351,0.110248246,0.69805405,0.429532117,0.06832667,0.497555545,0.042478585,0.112897177,0.495217325,0.104181486,0.570816433,0.798608562,0.419174389,0.762553114,0.060484474,0.780006827,0.488198592,0.622802831,0.199732225,0.208773016,0.551004179,0.041621265,0.221421767,0.367998755,0.734238589,0.075211148,0.134653997,0.718757473,0.278662288,0.651855321,0.7532625,0.121401391,0.165946783,0.617596182,0.468703474,0.651341514,0.696743565,0.723143183,0.268056876,0.21184051,0.305905264,0.627489432,0.150002942,0.065760144,0.160898922,0.366743059,0.397588598,0.023469007,0.134636734,0.055316028,0.096748464,0.103838354,0.126101711,0.454161989,0.130434558,0.507160318,0.150618116,0.498506561,0.531645073,0.292418647,0.788337801,0.610704445,0.436442501,0.204601375,0.265696195,0.183386894,0.163303153,0.497387238,0.205622062,0.610591576,0.366579216,0.210985856,0.615317364,0.504352978,0.076084136,0.531875401,0.521230607,0.227171155,0.348524012,0.178040627
original_shape_LeastAxisLength,25.17697446,11.45610469,28.34491609,24.5368026,18.71391774,19.23403204,14.89435767,30.57192525,7.945594287,43.46130076,23.18805152,39.7645203,10.53846086,26.45267164,33.14836098,11.31945122,13.6814571,23.32473814,67.81659549,10.28596446,45.23281391,20.65049852,19.9401497,15.2280647,17.15003874,26.52182305,16.25933977,5.764536032,44.46071398,14.92153846,15.60491896,14.45040685,14.9136549,35.38358381,6.09088861,24.96396173,43.25210908,13.82135986,10.10198912,31.81436353,29.73712586,27.28237526,27.91984715,25.26768964,34.02614565,8.46928888,18.50099551,8.114715241,15.5130485,10.91453381,26.91497871,15.31559787,13.25261999,11.67481617,25.56622566,7.387852111,12.4454385,18.12404414,45.52674653,11.36642588,21.59740943,12.3429926,6.62927757,33.41675173,21.35347,18.4352234,11.74663004,28.54794967,45.56776233,48.11524957,10.65845042,44.61697878,20.87294411,40.02105122,26.68330518,25.36929198,32.97999084,11.89776364,26.98591921,23.15287897,24.07665465,19.97449205,16.18391452,19.13775401,25.03723477,11.46131171,32.15220885,31.62304125,17.57886918,9.287189746,23.84894542,13.19900719,9.56797364,32.36925665,25.20699595,38.3953432,22.65218692,31.40853527,22.60556465,10.95620419,34.0322351,40.82839781,27.65086473,1.620091647,24.86382138,13.78501733,37.45909769,17.29785993,30.55733353,6.588361247,30.46409246,23.1425029,20.1144243,29.05750715,61.95668566,19.39065253,7.840252629,33.8528662,52.59243163,17.72523898,10.86005893,21.90267925,15.38692755,42.24185081,31.63909906,11.08244499,38.76426349,31.39265944,15.64584434,7.102437346,20.41476484,47.62065602,45.50026124,39.36195283,27.66565043,29.54225769
original_shape_MajorAxisLength,232.3895926,210.0921089,118.4977265,56.7083659,66.84482267,73.47479512,136.9180439,184.5377942,18.89263953,108.4854076,35.48010586,124.9951533,37.83052163,52.3674973,163.1716776,17.35183699,271.375959,108.200931,120.462586,21.65784413,132.5848313,171.9208803,253.5493891,30.27064111,34.61553123,82.12207061,41.08931511,15.16847066,134.2220881,26.49785016,32.7615467,20.86914648,24.29861,64.01367352,12.41189597,213.6612377,66.55027528,233.6712418,21.8937432,156.6437677,65.47065125,167.9945282,73.97338008,88.54410823,96.87087154,12.97253441,92.2766968,21.08581645,347.6481628,22.28787195,46.20842575,29.3462184,35.41756973,30.31665044,89.41638518,12.12561493,31.55950438,164.3930381,65.21951493,26.46234222,316.0904749,24.80726569,156.0616395,295.9928018,43.1193921,176.9529702,20.57864728,35.74711197,108.7083647,63.09757141,176.2179576,57.20075418,42.75502728,64.25958461,133.5953933,121.5161447,59.85433882,285.8578088,121.8756385,62.91564478,32.7913229,265.5788757,120.1888903,26.62616353,89.84794811,17.58260054,42.68393669,260.4833529,105.9307619,15.03764114,50.88280066,20.26434197,13.73241767,44.76189143,94.0359982,181.2464634,74.04968004,50.05428565,150.7008089,166.6085809,211.5131335,111.3269816,69.54642275,69.0311124,184.673385,249.204756,387.1802825,166.5844969,242.3229099,14.50663289,233.558444,45.6315332,133.5458495,58.28911681,116.5376842,66.31127239,9.945295811,55.43248701,120.5025439,86.6330392,40.87397241,119.4342667,94.22308943,84.92749226,153.8701571,18.15034047,105.7459392,148.7903502,25.42727585,14.08227502,268.3182862,89.53348084,87.29391673,173.2700296,79.37946731,165.9298679
original_shape_Maximum2DDiameterColumn,172.4180965,128.751699,49.24428901,47.50789408,56.14267539,48.60041152,105.6456341,142.69548,17,114.6123903,36.12478374,185.8090418,37.33630941,60.01666435,51.03920062,20.1246118,32.31098884,96.83491106,150.8641773,22.82542442,198.4968514,62.62587325,69.02897942,37.33630941,31.40063694,64.88451279,37,16.15549442,90.55385138,30.61045573,31.38470965,25.23885893,28.65309756,69.64194139,12.20655562,148.6606875,88.75246475,21.9317122,22.8035085,114.5469336,98.41239759,53.81449619,76.90253572,91.41115906,109.4166349,14.2126704,66.49060084,17,31.32091953,22.84731932,50.24937811,31.30495168,39.56008089,19.10497317,40.36087214,12.80624847,34.98571137,111.8257573,82.15229759,19.10497317,35.90264614,22.02271555,20.61552813,57.30619513,39.8246155,26.92582404,22.82542442,40.70626487,108.1711607,74.33034374,18.35755975,60.8358447,26.57066051,79.0253124,50.99019514,88.10221337,56.29387178,28.17800561,96.20810777,38.91015292,38.41874542,42.05948169,26.2488095,29.06888371,100.7174265,20.61552813,51.88448708,62.36184731,31.32091953,18.35755975,51.19570294,23.60084744,17,52.15361924,94.82615673,205.6015564,68.68041933,57.00877125,81.49846624,16.55294536,54.08326913,172.1917536,44.68780594,72,165.7739425,154.2595216,227.378539,105.1189802,115.1086443,15.8113883,47.01063709,50.80354318,34.92849839,45.17742799,131.6092702,43.32435804,12.80624847,67.11929678,108.6830254,26.92582404,37.69615365,35.84689666,35.17101079,101.5923225,161.7714437,22.02271555,77.36924454,150.6021248,25.96150997,11.66190379,36.68787266,105.4751155,101.2422837,66.48308055,95.52486587,146.5093854
original_shape_Maximum2DDiameterRow,185.3348321,19.84943324,43.93176527,51.623638,39.20459157,26.92582404,28.8444102,164.8059465,24.41311123,115.7626883,43.26661531,91.30169768,41.34005322,55.54277631,77.62087348,18.02775638,30.8058436,93.40770846,140.8012784,20.61552813,101.6070864,36.05551275,185.3995685,38.91015292,34.6554469,47.38143096,39.35733731,15.5241747,144.8067678,29.83286778,34.98571137,23.32380758,26.92582404,54.03702434,14.2126704,84.8763807,66.61080993,23.60084744,18.02775638,55.86591089,44.82186966,114.72576,91.78779875,91.78235124,87.09190548,13.45362405,66.49060084,22.02271555,25.49509757,20.1246118,51.92301994,26.30589288,24.69817807,27.78488798,56.93856338,14.2126704,32.69556545,42.05948169,75.02666193,24.41311123,48.82622246,20.51828453,93.23089617,45.65084884,43.829214,37.21558813,24.41311123,39.8246155,170.1352403,72.18032973,15.8113883,68.00735254,29.68164416,64.84597135,38.48376281,68.9637586,67.54257916,32.01562119,43.60045871,71.1758386,35.51056181,40.79215611,86.97700846,33.9705755,101.4347081,21.54065923,56.75385449,70.72481884,34,16.55294536,55.22680509,23.76972865,16.15549442,54.81788029,56.71860365,58.05170109,45.65084884,62.17716623,38.07886553,19.20937271,139.9464183,85,68.11754546,73,165.6804153,36.138622,53.14132102,72.47068373,62.62587325,16.55294536,177.0028248,40.36087214,29.83286778,56.30275304,131.5294644,61.6116872,11.66190379,53.07541804,106.4048871,26.92582404,38.07886553,42.95346319,79.32212806,97.29337079,66.61080993,19.20937271,114.6342008,131.8483978,28.65309756,18.60107524,80.13114251,123.7618681,99.28242543,146.2087549,110.4943437,48.46648326
original_shape_Maximum2DDiameterSlice,50.92150823,20.61552813,91.41662868,62.28964601,61.74139616,57.00877125,27.78488798,99.32270637,16.55294536,83.36066219,38.60051813,55.31726674,30.52867504,51.97114584,137.277092,21.1896201,22.02271555,71.34423593,106.0660172,21.9317122,73.87827827,26.40075756,51.07837116,29.83286778,29.06888371,56.08029957,27.01851217,9.219544457,83.5463943,24.51530134,22.84731932,21.58703314,25.17935662,74.73285757,11.40175425,138.7083271,79.62411695,20.24845673,21.54065923,92.02173656,108.5587399,112.4010676,51.03920062,38.62641583,101.7889974,13.15294644,29.73213749,20.61552813,45.27692569,23.40939982,50.24937811,33.54101966,37.69615365,28.7923601,65.7951366,10.19803903,26.30589288,109.5536398,75.16648189,32.24903099,32.14031736,28.42534081,9.219544457,46.5295605,41.14608122,31.25699922,20.80865205,40.81666326,94.17536833,74.24957912,99.86490875,67.11929678,33.28663395,67.26812024,48.37354649,71.69379332,60.8358447,20.61552813,36.23534186,55.57877293,37.48332963,25.3179778,38.83297568,28.63564213,37.69615365,14.56021978,54.45181356,63.38769597,28.46049894,17.4642492,54.23098745,21.21320344,14.31782106,52.46903849,71.19691005,126.0872714,70.83078427,56.88585061,105.7024125,17.02938637,43.27817002,77.89736838,74.52516354,84.1546196,42.01190308,23.53720459,218.741857,66.37017402,42.04759208,10.77032961,62.36986452,52.95280918,39.44616585,65.30696747,80.49844719,38.20994635,10.19803903,68.02940541,124.8118584,56.79788728,35.44009029,87.658428,55.94640292,80.8084154,130.2305648,19.41648784,92.89241088,109.2931837,27.73084925,11,30.61045573,111.8257573,90.78546139,104.6613587,68.60029154,99.03534723
original_shape_Maximum3DDiameter,187.4379897,135.9742623,115.758369,67.90434449,63.29296959,62.42595614,106.5222981,170.7688496,24.43358345,123.3288287,43.45112196,208.0913261,42.63801121,72.64984515,154.8967398,22.49444376,160.3807969,104.4988038,160.2061172,25.70992026,205.5675072,217.0299518,195.1563476,39.63584237,41.78516483,81.0802072,40.37325848,16.2788206,146.9897956,31.65438358,36.19392214,25.41653005,30.23243292,77.62731478,14.52583905,149.7464524,90.93954036,155.6341865,26.38181192,126.9251748,109.9227001,138.0217374,91.80958556,92.73618495,116.5547082,15.13274595,67.09694479,27.27636339,221.9594558,24.71841419,54.89990893,33.77869151,41.14608122,31.44837039,82.69220036,14.35270009,35.86084215,113.1503425,82.8975271,32.49615362,192.145778,29.08607914,94.06912352,190.078931,49.40647731,128.4211821,25.49509757,44.11349,174.198163,84.17244205,101.7693471,69.89277502,57.5934024,81.36952747,229.7542165,114.0438512,69.17369442,198.8114685,101.8331969,72.20110802,39.45883931,252.5331661,92.62289134,35.36947837,103.3247308,21.9089023,56.89463947,225.4440064,104.2592922,18.84144368,69.69218034,25.07987241,17.74823935,60.67124525,96.59192513,205.8446016,72.36711961,65.0153828,110.4943437,99.72963451,153.0522787,176.2753528,76.72027112,84.1546196,211.5301397,155.7626399,236.4804432,118.0974174,165.5324742,16.82260384,178.0140444,53.10367219,155.8749499,65.42935121,133.824512,62.20128616,12.84523258,72.9451849,152.515573,69.75672011,45.08880127,110.1635148,88.48728722,106.7098871,164.8120141,23.15167381,117.3285984,150.9337603,29.49576241,18.62793601,207.0193228,128.9030644,102.1616366,148.1384488,118.7813117,154.1363033
original_shape_MeshVolume,32138.29167,1852.083333,35506.29167,29512.16667,14862.58333,6151.375,4731.5,50282.875,1010.75,155990.0417,13568.16667,62489.5,4194.75,30042.75,18681.58333,1645.625,5554.25,38530.75,250331.25,1912.75,103876.875,12230.83333,18770,6182.625,8239.916667,14979.45833,6359.625,432.4583333,168273.625,4651.041667,5512.166667,3827,4363.333333,64556.66667,427.8333333,19438.58333,88173.5,3642.291667,1745.208333,39890.91667,21192.20833,28440.70833,53394.375,28811.20833,66959.875,582.3333333,7647.125,1035.125,8068.875,2555.666667,29031.41667,2877.666667,4751.666667,1688.75,25347.83333,424.0833333,5175.833333,14487.20833,104707.1667,2634.958333,16422.83333,3257.666667,638,32880.75,11975.70833,8426.833333,2672.5,19553.04167,108093.25,81573.625,2089.25,80912.66667,6112.166667,74594.5,15272.625,33440.5,50476.58333,2332.458333,25199.25,20568.33333,14529.54167,5175,6805.208333,6171.583333,12635.91667,1406.041667,30643.29167,36431.75,7954.833333,1082.5,26361.70833,2855.875,824,30802.375,33149.625,35349.625,19870.5,37429.91667,16369,1907.666667,51244.83333,114833.4583,37678.66667,5107.833333,15976.66667,9678.5,35717.58333,10400,27169.41667,411.1666667,35094.45833,21033,8074.083333,36484.66667,301535.2083,9928.875,353.9166667,44865.08333,149583.2917,5965.333333,6442.833333,18310.08333,7302.625,93228.625,47406.25,2128.166667,92128.29167,39924,4105.583333,435.4166667,19209.5,144048.8333,124202.7083,61656.125,26825.20833,41687.54167
original_shape_MinorAxisLength,40.25645755,13.33723954,36.88543606,32.81554869,32.71705059,24.27593654,29.94596849,62.91573451,12.69170045,65.7583213,28.22379803,41.07196373,23.87704169,35.15851459,79.44506974,14.37892599,25.81659033,46.66641933,91.63361686,14.71994434,67.0561574,25.40619852,54.73431792,24.07346313,21.43208694,34.02967922,21.25502427,7.778257012,51.85692258,18.92116487,17.4246432,18.74150181,18.64921165,42.91623088,10.06429974,89.00716954,49.97474493,16.51800576,12.94233616,51.50236956,37.05004876,77.86478587,40.47074599,31.35392931,82.5706129,9.615283289,21.81803232,13.40826104,36.31737427,17.98839966,38.72515217,24.03152228,21.20705064,15.12419724,29.20457746,8.036571893,19.75554759,29.87064274,58.07619796,14.82443941,35.92000177,16.37993829,15.36093405,34.9161014,26.31304539,21.75497268,19.0268446,29.37553061,75.56105294,53.84478721,14.42551952,46.61713433,28.54340933,47.35388933,46.64984421,53.57053501,40.37653573,23.46543926,31.45040309,30.18323101,27.556823,37.27493823,19.11944013,21.20115636,29.34153756,12.47028365,38.02509203,61.15302087,26.39265199,14.13059284,43.87741215,17.54913471,11.31823646,37.8855063,54.16230973,52.7144903,31.89456467,42.12097579,27.13698691,15.44085627,36.14317756,65.52480039,33.96906164,68.43897659,86.00031509,21.08972343,43.68944855,71.67542772,46.7830446,8.111521005,42.49964463,31.81246582,29.98681547,32.76381079,68.98900391,32.6108014,8.33668438,46.73322306,59.43419011,19.64920192,24.51352479,31.52875478,24.9584139,55.78339419,68.55301796,16.92983732,58.31252243,54.8084814,17.05687668,8.085070862,52.68920789,75.78573788,71.37150588,73.45459257,54.04107286,75.27357464
original_shape_Sphericity,0.469603635,0.534369473,0.580209315,0.649139136,0.561123048,0.493517057,0.494794942,0.513926877,0.63455474,0.476868424,0.644309614,0.576460555,0.543138442,0.60171991,0.410342582,0.682114314,0.50899852,0.382330827,0.482112775,0.67825899,0.477369383,0.513713306,0.474662339,0.565999539,0.689002721,0.39096363,0.587496043,0.744141553,0.488432344,0.681378489,0.665095774,0.784959636,0.725095504,0.653918766,0.709482047,0.438714114,0.578934318,0.608713038,0.69299097,0.540164304,0.529895556,0.469216786,0.627819293,0.568565241,0.474028038,0.757817164,0.540395115,0.542515814,0.484669648,0.691222487,0.615337453,0.490254202,0.506899923,0.55006629,0.556396206,0.755153482,0.698110161,0.553094483,0.580142511,0.656396421,0.503443954,0.697421849,0.52483602,0.493150848,0.564707978,0.559030309,0.681189359,0.70771413,0.421425712,0.52498964,0.589328994,0.689331046,0.609757366,0.622015169,0.541925465,0.461706939,0.627638778,0.428640453,0.530664661,0.559434063,0.735513559,0.448424214,0.502367136,0.651488118,0.543257379,0.693163161,0.63213732,0.462169647,0.576579927,0.654473685,0.457604629,0.69818993,0.693564932,0.579390848,0.47789886,0.426322382,0.518746596,0.604193692,0.508811303,0.561809981,0.533536856,0.462895127,0.552453354,0.173149076,0.477314206,0.552680476,0.373617212,0.480073258,0.423160209,0.690763866,0.498023718,0.654272231,0.561076588,0.589561309,0.569917755,0.4904666,0.752071459,0.589433134,0.473309901,0.564497823,0.539511257,0.58962932,0.365838869,0.397958382,0.436039737,0.710650227,0.522601217,0.549874614,0.675516946,0.696151402,0.495748987,0.367380906,0.468206032,0.505126769,0.365194486,0.493613757
original_shape_SurfaceArea,10409.61179,1364.843431,9004.016974,7114.543867,5209.814001,3289.75402,2754.597204,12819.25719,767.557404,29386.65405,4269.761588,13210.4992,2315.852903,7766.932522,8297.488494,988.2061353,2979.782425,14429.4502,39842.40357,1098.653406,22385.94747,4997.283731,7195.741127,2878.171383,2863.376131,7516.43383,2825.531698,371.6419657,30177.99688,1977.557831,2268.897255,1507.332653,1780.879384,11901.11693,387.0132133,7969.154721,16548.05226,1880.707837,1011.551662,10452.19703,6988.94018,9602.939442,10922.27579,7993.643959,16822.4734,445.0076266,3473.533591,912.1513831,4014.027034,1307.783154,7423.629022,1995.674877,2696.451071,1246.749879,7499.987277,361.4789666,2072.750462,5196.065314,18518.26834,1405.5094,6206.28505,1523.794278,682.8745756,10064.65325,4482.576139,3582.270469,1367.187499,4959.476176,26039.27041,17326.0634,1341.075586,13124.03245,2651.289761,13776.99033,5493.136084,10871.7527,10523.68056,1984.267557,7832.896123,6489.351309,3914.966507,3226.527011,3456.929484,2497.518363,4829.286742,875.6168518,7491.399715,11499.24676,3342.299228,779.0115056,9360.723482,1394.237225,612.8419314,8201.663797,10442.40524,12218.06782,6839.138441,8956.132523,6127.389295,1324.025454,12505.07851,24682.00741,9838.272804,8283.650334,6426.934598,3973.885701,14038.21729,4799.531382,10328.39512,387.1088607,10408.61938,5631.962891,3468.892132,9023.230922,38156.09814,4554.85667,321.7305937,10359.09696,28791.25476,2817.809726,3103.61764,5697.687168,4975.617019,24984.99812,14527.1958,1125.896969,18875.9602,10273.29642,1835.542554,399.0712624,6996.803267,36172.12651,25711.91936,14941.7417,11866.48193,11778.80033
original_shape_SurfaceVolumeRatio,0.323900595,0.736923337,0.253589337,0.241071554,0.350532198,0.534799784,0.582182649,0.254942805,0.759393919,0.188388013,0.314689648,0.211403503,0.552083653,0.258529346,0.444153386,0.600505058,0.536486911,0.374491807,0.159158729,0.574384214,0.21550463,0.408580805,0.383363939,0.465525789,0.347500618,0.501782752,0.444292187,0.859370573,0.179338841,0.425186006,0.411616229,0.393867952,0.408146536,0.184351478,0.904588734,0.409965818,0.187676028,0.516352892,0.579616566,0.262019475,0.329788197,0.337647689,0.204558547,0.277449105,0.251232151,0.76418024,0.454227385,0.881199259,0.497470469,0.511718986,0.255710188,0.693504533,0.567474796,0.738267878,0.295882775,0.852377206,0.400467003,0.358665741,0.176857697,0.533408587,0.377905866,0.467756353,1.070336325,0.306095611,0.374305721,0.425102803,0.511576239,0.253642183,0.240896359,0.21239786,0.641893305,0.162199974,0.433772491,0.184691771,0.359672033,0.325107361,0.208486389,0.850719402,0.310838462,0.315502049,0.269448727,0.62348348,0.507982903,0.404680327,0.38218729,0.622753132,0.244471116,0.315638056,0.420159554,0.719641114,0.355087894,0.488199667,0.743740208,0.266267254,0.315008246,0.345635005,0.344185523,0.239277383,0.374328871,0.69405493,0.244026133,0.214937421,0.261109898,1.621754234,0.402270056,0.410589007,0.393033794,0.461493402,0.380147842,0.941488919,0.296588689,0.267767931,0.429632937,0.247315701,0.126539446,0.458748516,0.909057482,0.23089441,0.192476409,0.472364169,0.48171627,0.311177566,0.681346368,0.267997068,0.306440518,0.529045486,0.20488777,0.257321321,0.447084471,0.916527301,0.364236616,0.251110166,0.20701577,0.242339941,0.442363086,0.282549651
original_shape_VoxelVolume,32265,1885,35590,29565,14925,6220,4790,50410,1030,156100,13615,62590,4240,30125,18790,1665,5600,38735,250615,1935,104045,12305,18853,6225,8275,15100,6405,445,168460,4680,5545,3850,4390,64640,440,19550,88250,3680,1765,40000,21260,28575,53475,28890,67140,595,7705,1060,8130,2580,29095,2920,4780,1720,25420,435,5205,14550,104805,2665,16500,3280,665,32970,12025,8480,2695,19600,108275,81700,2125,80985,6155,74680,15340,33575,50555,2385,25285,20635,14565,5250,6875,6205,12690,1425,30700,36540,8010,1100,26445,2880,840,30875,33210,35465,19950,37505,16420,1940,51340,114970,37750,5164,16085,9735,35870,10480,27290,425,35205,21080,8115,36540,301695,9995,365,44935,149765,6020,6485,18375,7385,93465,47550,2145,92265,40035,4135,450,19320,144265,124325,61785,27055,41820
original_firstorder_10Percentile,521.6984131,444.6580994,512.3158691,523.4612427,520.4548706,501.2207886,512.64776,510.4329102,384.9018768,270.3443115,517.9098022,489.2292236,519.0554749,523.9738647,523.5635742,412.7445862,441.1870392,515.8462769,515.1415527,358.6636963,517.5913208,441.6950684,521.603186,523.0671631,533.4080811,512.8011475,529.4765869,230.6229828,521.1126892,477.3852936,516.4272827,513.8028931,522.0859375,519.515979,393.8404327,458.3276093,515.5580078,480.3831482,499.2582886,492.3362396,531.7789673,484.7151611,528.9931274,516.1774719,511.8461914,294.5193359,275.3602295,396.010498,420.7419128,484.3738342,512.4490479,510.5704773,415.0741699,321.9746185,510.6392059,316.3290955,521.0837769,475.5079437,197.8163818,329.1867371,516.815387,472.6933899,204.1368195,469.8525665,470.6823059,515.0356812,490.4631165,487.6095001,523.7956421,510.0417969,437.0198669,535.1329956,513.0091431,99.63573303,513.9244934,517.4809814,519.7161011,396.960199,480.7741882,529.4651245,472.7865295,426.1485718,498.6544617,500.6771912,487.9678955,445.6210388,157.3488297,483.5626648,485.4109741,399.5740814,498.7582825,483.9545502,271.000946,509.1041382,505.7544983,523.9665894,527.2358398,513.1179077,179.8689819,399.1235596,460.3808167,516.0613831,529.693634,268.752063,511.5419495,534.6941528,511.3722778,511.2009552,66.6010582,411.7252625,516.1559937,533.7682983,478.8309631,510.9407623,528.6804932,538.3016113,243.4044678,243.0862488,512.1602417,466.5655762,486.4670654,515.1367554,500.4658997,523.9466675,503.3328247,382.8019104,176.1831604,509.5038879,480.7817932,269.8875763,516.2541504,517.0888794,217.1015747,517.1914063,491.2951111,505.7059296
original_firstorder_90Percentile,562.5272339,531.6731812,558.9309753,562.2717773,543.3058594,539.501709,546.2409485,554.2583618,521.6602783,548.0161194,550.159729,541.6958679,545.0705872,565.6808838,549.033197,535.2902954,538.9930298,547.1615112,546.3007813,553.6598633,544.6435425,523.1557495,557.9836182,555.0888672,553.6723633,545.785968,579.2864014,502.4087158,546.0983337,541.8305298,553.7624268,533.9926819,543.2145691,541.864502,529.0131958,568.5126709,546.2327393,556.9479553,555.1934937,543.4999878,557.2732666,540.8639038,554.5269043,543.1347412,541.5505127,479.5906067,513.8914917,544.3193787,544.7042908,543.6449829,539.832251,536.2403259,543.6462219,493.6093872,535.8978699,518.2335938,540.0252319,559.2196777,556.9993042,522.0618896,558.9948669,542.6249817,355.8317749,558.3193909,582.7560181,541.2518433,550.4135742,546.3075806,551.8784302,537.2411438,525.840918,568.2545776,555.2982544,529.6570374,547.8293579,540.2151001,546.3105225,536.180188,538.071521,552.9408325,543.6786987,523.2688782,537.3340942,555.5829224,540.3093872,523.155896,575.2870056,542.9118408,540.7317688,518.0848694,523.6633301,550.6168213,494.5402283,530.6284546,555.7246948,548.8495605,556.2566772,539.1115234,544.3974365,535.2508423,555.3328491,551.8845337,557.3717407,566.6956543,557.0719849,561.796228,555.002356,544.548645,507.4176331,507.5314514,556.7493042,575.2153381,529.5793091,548.6070862,561.3160889,569.0561279,423.1031799,566.2122925,545.7897827,554.9860535,528.5729126,555.0984619,534.7256348,552.6454102,545.7085632,524.6884888,536.2029053,542.0552734,551.0322021,486.5261627,551.869574,543.4625732,591.5522827,540.3192139,541.3037354,537.0909668
